detector,operaciones,pnl_total,pnl_medio,hit_rate,edge_anunciado,edge_al_ejecutar,edge_capture
butterfly,10,1180.1458333333337,118.01458333333338,1.0,1649.5312499999998,909.3541666666669,0.715443149884753
monotonicity,4,1541.0000000000002,385.25000000000006,1.0,858.0249999999992,997.0499999999997,1.795984965473036
put_call_parity,38,10373.650000000009,272.99078947368446,0.9736842105263158,5576.463798558122,8138.338798558147,1.8602559569529118
