position_id,detector,underlying,signal_at,opened_at,closed_at,entry_cash,exit_cash,commission,pnl,predicted_edge,execution_edge,edge_capture,exit_reason
0,put_call_parity,LMT,2026-03-03 21:00:00+00:00,2026-03-05 14:30:00+00:00,2026-03-20 20:00:00+00:00,66149.6,-66000.0,1.9500000000000002,147.65000000000583,243.85971120675663,84.1899112067651,0.6054710688754186,expiry
1,put_call_parity,BA,2026-03-05 21:00:00+00:00,2026-03-09 13:30:00+00:00,2026-03-20 20:00:00+00:00,24125.03,-23750.0,1.9500000000000002,373.07999999999885,183.61640205479438,379.2802020547926,2.0318446273044017,expiry
2,butterfly,LMT,2026-03-05 21:00:00+00:00,2026-03-09 13:30:00+00:00,2026-03-20 20:00:00+00:00,253.98999999999978,0.0,1.9500000000000002,252.0399999999998,175.6782499999997,252.0399999999995,1.4346682073620396,expiry
3,butterfly,LMT,2026-03-05 21:00:00+00:00,2026-03-09 13:30:00+00:00,2026-03-20 20:00:00+00:00,235.64166666666688,0.0,1.9500000000000002,233.6916666666669,175.37356666666648,233.6916666666669,1.332536431278985,expiry
4,put_call_parity,BA,2026-03-06 21:00:00+00:00,2026-03-09 13:30:00+00:00,2026-03-20 20:00:00+00:00,22587.05,-22500.0,1.9500000000000002,85.09999999999927,516.0621553652979,91.16905536529812,0.16490261708836348,expiry
5,put_call_parity,LMT,2026-03-09 20:00:00+00:00,2026-03-11 13:30:00+00:00,2026-04-17 20:00:00+00:00,-64898.94000000001,65500.0,1.9500000000000002,599.1099999999904,455.1088538766846,303.99255387667944,1.316410337651493,expiry
7,put_call_parity,LMT,2026-03-11 20:00:00+00:00,2026-03-13 13:30:00+00:00,2026-04-17 20:00:00+00:00,-65181.94999999999,65500.0,1.9500000000000002,316.1000000000102,208.72353648089347,36.16863648090221,1.514443485049641,expiry
6,put_call_parity,LMT,2026-03-11 20:00:00+00:00,2026-03-13 13:30:00+00:00,2026-03-20 20:00:00+00:00,-64891.799999999996,65000.0,1.9500000000000002,106.25000000000436,291.2448403271325,39.819240327134324,0.3648133298453015,expiry
8,put_call_parity,LMT,2026-03-12 20:00:00+00:00,2026-03-16 13:30:00+00:00,2026-03-20 20:00:00+00:00,-64869.36,65000.0,1.9500000000000002,128.68999999999943,423.59414645309954,69.82024645310157,0.3038049535801317,expiry
9,put_call_parity,LMT,2026-03-13 20:00:00+00:00,2026-03-16 13:30:00+00:00,2026-03-20 20:00:00+00:00,-65615.32,65750.0,1.9500000000000002,132.72999999999303,365.321480710158,80.81108071015042,0.3633238312238735,expiry
