exit_reason,operaciones,pnl_total,pnl_medio,hit_rate,edge_anunciado,edge_al_ejecutar,edge_capture
stop_loss,5,-9482.023499999981,-1896.4046999999962,0.0,2367.4393857714676,2882.93818577147,-4.005181107059311
end_of_data,12,1207.5530916666587,100.62942430555489,0.8333333333333334,2476.712364393031,811.1870643930355,0.48756291163531795
expiry,85,19941.15250000001,234.6017941176472,1.0,20642.883850036254,14975.356935036238,0.9660061377502247
