exit_reason,operaciones,pnl_total,pnl_medio,hit_rate,edge_anunciado,edge_al_ejecutar,edge_capture
stop_loss,3,-7384.601999999985,-2461.533999999995,0.0,1509.688168671894,619.9939186719077,-4.891475043151715
end_of_data,8,220.91416666665538,27.614270833331922,0.75,1616.7373095734931,478.0493095734929,0.1366419673490025
expiry,73,17686.068750000006,242.27491438356174,1.0,18102.053150050793,14117.128212550773,0.9770200431629149
