detector,operaciones,pnl_total,pnl_medio,hit_rate,edge_anunciado,edge_al_ejecutar,edge_capture
monotonicity,1,31.299999999999965,31.299999999999965,1.0,205.90999999999997,31.29999999999991,0.15200815890437555
vertical_bound,4,749.4099999999996,187.3524999999999,1.0,313.6600000000005,477.40999999999974,2.3892431295032788
butterfly,20,1740.0796666666665,87.00398333333332,0.95,3021.0116666666663,1080.3969999999988,0.5759923690022162
put_call_parity,67,13789.890000000036,205.81925373134382,0.9701492537313433,13484.844470509322,15197.114470509374,1.022621360606556
