exit_reason,operaciones,pnl_total,pnl_medio,hit_rate,edge_anunciado,edge_al_ejecutar,edge_capture
stop_loss,5,-11021.622833333313,-2204.3245666666626,0.0,2342.6296086813045,2370.870692014653,-4.704808132062124
end_of_data,7,620.8724999999879,88.6960714285697,0.8571428571428571,996.5652262401605,386.5326429068259,0.6230124066664603
expiry,72,15850.518750000007,220.1460937500001,1.0,17889.283793374714,12457.768105874695,0.8860342836011265
