exit_reason,operaciones,pnl_total,pnl_medio,hit_rate,edge_anunciado,edge_al_ejecutar,edge_capture
stop_loss,2,-5409.510999999988,-2704.755499999994,0.0,1146.9215186718952,620.9789186719048,-4.716548527456402
end_of_data,13,1341.103091666659,103.1617762820507,0.8461538461538461,3231.1534643930318,1228.9870643930356,0.4150539757536969
expiry,88,22254.682499999995,252.89411931818177,1.0,22242.469155172024,16894.87994017199,1.0005491002254636
