criterio,filas_excluidas,pct_del_total
dte_fuera_de_rango,1008,13.764850471118395
volumen_rueda_anterior_insuficiente,788,10.760617233374301
mid_por_debajo_del_minimo,230,3.140789294005189
volumen_rueda_anterior_desconocido,0,0.0
precio_invalido,0,0.0
spot_no_alineado,0,0.0
