exit_reason,operaciones,pnl_total,pnl_medio,hit_rate,edge_anunciado,edge_al_ejecutar,edge_capture
stop_loss,2,-5253.309749999989,-2626.6548749999947,0.0,879.4327998812655,272.70654988127205,-5.973520376666929
end_of_data,5,1184.1887499999903,236.83774999999804,0.8,875.2930048265473,708.5470048265452,1.3529055338842282
expiry,75,14814.160416666653,197.52213888888872,1.0,13864.341272849311,11155.670460349334,1.0685080614451825
