position_id,detector,underlying,signal_at,opened_at,closed_at,entry_cash,exit_cash,commission,pnl,predicted_edge,execution_edge,edge_capture,exit_reason
0,put_call_parity,LMT,2026-03-02 21:00:00+00:00,2026-03-03 14:30:00+00:00,2026-03-20 20:00:00+00:00,66708.3,-65500.0,1.9500000000000002,1206.3500000000029,250.9617634614015,1138.1367634614028,4.806907567756003,expiry
1,put_call_parity,LMT,2026-03-03 21:00:00+00:00,2026-03-04 14:30:00+00:00,2026-03-20 20:00:00+00:00,67058.9,-66250.0,1.9500000000000002,806.9499999999941,273.26491120675706,743.4899112067535,2.952995305677726,expiry
2,put_call_parity,LMT,2026-03-04 21:00:00+00:00,2026-03-05 14:30:00+00:00,2026-03-20 20:00:00+00:00,65781.95,-65500.0,1.9500000000000002,279.9999999999971,340.233071643296,220.6830716432916,0.8229652650978977,expiry
3,put_call_parity,LMT,2026-03-04 21:00:00+00:00,2026-03-05 14:30:00+00:00,2026-03-20 20:00:00+00:00,66089.0,-66000.0,1.9500000000000002,87.05,232.9830716432955,27.733071643294533,0.3736322960548667,expiry
4,put_call_parity,LMT,2026-03-04 21:00:00+00:00,2026-03-05 14:30:00+00:00,2026-03-20 20:00:00+00:00,65559.5,-65000.0,1.9500000000000002,557.55,215.78307164329578,498.2330716432945,2.5838449501806533,expiry
5,put_call_parity,LMT,2026-03-06 21:00:00+00:00,2026-03-09 13:30:00+00:00,2026-03-20 20:00:00+00:00,66074.6,-65500.0,1.9500000000000002,572.6500000000058,200.95904586477872,520.3840458647785,2.849585583648374,expiry
6,put_call_parity,BA,2026-03-09 20:00:00+00:00,2026-03-10 13:30:00+00:00,2026-03-20 20:00:00+00:00,24153.875,-23750.0,1.9500000000000002,401.925,231.56541095890367,406.9654109589057,1.7356866828065716,expiry
7,put_call_parity,LMT,2026-03-12 20:00:00+00:00,2026-03-13 13:30:00+00:00,2026-03-20 20:00:00+00:00,-65272.799999999996,65500.0,1.9500000000000002,225.25000000000438,217.96470988734666,165.9147098873538,1.0334241727315538,expiry
8,put_call_parity,LMT,2026-03-12 20:00:00+00:00,2026-03-13 13:30:00+00:00,2026-03-20 20:00:00+00:00,-65778.825,66000.0,1.9500000000000002,219.22500000000292,186.1491733216054,159.42417332160693,1.1776845209043891,expiry
9,put_call_parity,LMT,2026-03-19 20:00:00+00:00,2026-03-20 13:30:00+00:00,2026-04-17 20:00:00+00:00,65220.625,-65000.0,1.9500000000000002,218.675,172.09179123203648,114.0917912320394,1.2706881509830645,expiry
