detector,operaciones,pnl_total,pnl_medio,hit_rate,edge_anunciado,edge_al_ejecutar,edge_capture
monotonicity,2,14.350000000000046,7.175000000000023,1.0,194.52575000000004,14.350000000000017,0.07376915395519638
butterfly,8,1302.7104166666659,162.83880208333323,1.0,1282.7157291666667,1133.7104166666666,1.0155877775919915
put_call_parity,72,9427.978999999988,130.94415277777762,0.9583333333333334,14141.825598390458,10988.863598390484,0.6666734032608228
