detector,operaciones,pnl_total,pnl_medio,hit_rate,edge_anunciado,edge_al_ejecutar,edge_capture
vertical_bound,1,18.539999999999917,18.539999999999917,1.0,250.17399999999998,18.539999999999974,0.07410842053930432
butterfly,12,1962.5251333333335,163.54376111111114,1.0,2122.4282483333336,1769.2058333333337,0.9246602964667634
put_call_parity,76,14067.218599999978,185.09498157894708,0.9868421052631579,19012.93305774037,12246.11595774033,0.7398763019508482
