detector,operaciones,pnl_total,pnl_medio,hit_rate,edge_anunciado,edge_al_ejecutar,edge_capture
vertical_bound,2,-1581.4099999999987,-790.7049999999994,0.5,793.549500000001,520.2100000000002,-1.992830945013508
butterfly,10,1001.2064916666668,100.12064916666668,0.8,2272.6794816666675,1153.3391666666657,0.4405401200403468
put_call_parity,90,12246.885600000021,136.07650666666692,0.9555555555555556,22420.806618534087,16995.933018534077,0.5462285906286786
