position_id,detector,underlying,signal_at,opened_at,closed_at,entry_cash,exit_cash,commission,pnl,predicted_edge,execution_edge,edge_capture,exit_reason
71,put_call_parity,RTX,2026-07-21 20:00:00+00:00,2026-07-23 13:30:00+00:00,2026-09-11 20:00:00+00:00,-19704.03,19965.2,3.9000000000000004,257.2700000000019,126.9736110135339,158.74361101353423,2.026169043680895,end_of_data
72,put_call_parity,RTX,2026-07-22 20:00:00+00:00,2026-07-24 13:30:00+00:00,2026-08-21 20:00:00+00:00,18071.9,-18000.0,1.9500000000000002,69.95000000000145,23.42689916592632,53.99689916592543,2.9858838553307776,expiry
74,put_call_parity,RTX,2026-07-24 20:00:00+00:00,2026-07-27 13:30:00+00:00,2026-08-21 20:00:00+00:00,-18170.37,18500.0,1.9500000000000002,327.68000000000103,125.5831465658387,269.1131465658429,2.6092673177941936,expiry
73,put_call_parity,BA,2026-07-24 20:00:00+00:00,2026-07-27 13:30:00+00:00,2026-09-11 20:00:00+00:00,-21302.06,21492.05,3.9000000000000004,186.08999999999799,138.81429097452266,57.90429097452143,1.3405680257672612,end_of_data
75,put_call_parity,RTX,2026-07-30 20:00:00+00:00,2026-08-03 13:30:00+00:00,2026-08-21 20:00:00+00:00,18033.0,-18000.0,1.9500000000000002,31.05,409.99579621770454,18.495796217706083,0.07573248381188936,expiry
77,put_call_parity,BA,2026-07-31 20:00:00+00:00,2026-08-03 13:30:00+00:00,2026-09-11 20:00:00+00:00,-20789.77,20990.379999999997,3.9000000000000004,196.70999999999697,18.776083592082838,90.45608359208491,10.476625704997506,end_of_data
76,put_call_parity,RTX,2026-07-30 20:00:00+00:00,2026-08-03 13:30:00+00:00,2026-09-11 20:00:00+00:00,19071.65,-18977.370000000003,3.9000000000000004,90.37999999999883,318.01652513146246,39.096525131465754,0.2841990678397524,end_of_data
78,butterfly,BA,2026-08-07 20:00:00+00:00,2026-08-10 13:30:00+00:00,2026-08-21 20:00:00+00:00,62.54999999999973,0.0,1.9500000000000002,60.599999999999724,176.4733333333333,60.59999999999961,0.34339465830531374,expiry
79,put_call_parity,BA,2026-08-12 20:00:00+00:00,2026-08-14 13:30:00+00:00,2026-08-21 20:00:00+00:00,-21860.95,22000.0,1.9500000000000002,137.09999999999928,65.227281341493,115.70728134149176,2.1018812555167146,expiry
81,vertical_bound,BA,2026-08-14 20:00:00+00:00,2026-08-17 13:30:00+00:00,2026-08-21 20:00:00+00:00,489.8800000000001,0.0,1.3,488.5800000000001,25.189999999999902,238.57999999999998,19.3957919809449,expiry
80,put_call_parity,BA,2026-08-14 20:00:00+00:00,2026-08-17 13:30:00+00:00,2026-08-21 20:00:00+00:00,21999.52,-21750.0,1.9500000000000002,247.57000000000045,61.701493150683,251.4414931506828,4.012382640326104,expiry
82,butterfly,LMT,2026-08-24 20:00:00+00:00,2026-08-26 13:30:00+00:00,2026-09-11 20:00:00+00:00,99.14666666666699,2.930000000000055,3.9000000000000004,98.17666666666703,102.69999999999982,97.19666666666717,0.9559558584875093,end_of_data
83,butterfly,LMT,2026-08-24 20:00:00+00:00,2026-08-26 13:30:00+00:00,2026-09-11 20:00:00+00:00,151.33000000000038,17.945000000000057,3.9000000000000004,165.37500000000045,59.26999999999978,149.3800000000004,2.790197401720956,end_of_data
84,put_call_parity,BA,2026-08-25 20:00:00+00:00,2026-08-27 13:30:00+00:00,2026-09-11 20:00:00+00:00,-19872.3,19860.76,3.9000000000000004,-15.440000000000872,108.06997616781774,6.669976167820278,-0.1428703933090971,end_of_data
85,butterfly,LMT,2026-09-04 20:00:00+00:00,2026-09-08 13:30:00+00:00,2026-09-11 20:00:00+00:00,20.15666666666675,-36.84999999999996,3.9000000000000004,-20.593333333333206,48.959999999999965,18.206666666666752,-0.42061546840958375,end_of_data
86,put_call_parity,BA,2026-09-08 20:00:00+00:00,2026-09-10 13:30:00+00:00,2026-09-11 20:00:00+00:00,-22355.8,22396.609999999997,3.9000000000000004,36.909999999997666,154.99512893372207,44.56512893372128,0.23813651599193714,end_of_data
87,put_call_parity,BA,2026-09-08 20:00:00+00:00,2026-09-10 13:30:00+00:00,2026-09-11 20:00:00+00:00,-21625.77,21745.7,3.9000000000000004,116.03000000000029,154.85939601950577,98.61939601950435,0.7492603160184441,end_of_data
