position_id,detector,underlying,signal_at,opened_at,closed_at,entry_cash,exit_cash,commission,pnl,predicted_edge,execution_edge,edge_capture,exit_reason
0,put_call_parity,BA,2026-03-02 21:00:00+00:00,2026-03-03 14:30:00+00:00,2026-03-20 20:00:00+00:00,22364.775,-22250.0,1.9500000000000002,112.82500000000145,118.80795890411004,120.12670890411319,0.9496417667697041,expiry
1,put_call_parity,LMT,2026-03-03 21:00:00+00:00,2026-03-04 14:30:00+00:00,2026-03-20 20:00:00+00:00,67058.9,-66250.0,1.9500000000000002,806.9499999999941,188.85416120675706,743.489911206739,4.272873813548367,expiry
2,put_call_parity,LMT,2026-03-04 21:00:00+00:00,2026-03-05 14:30:00+00:00,2026-03-20 20:00:00+00:00,65781.95,-65500.0,1.9500000000000002,279.9999999999971,605.8580716432961,220.6830716432916,0.4621544435985486,expiry
3,put_call_parity,LMT,2026-03-04 21:00:00+00:00,2026-03-05 14:30:00+00:00,2026-03-20 20:00:00+00:00,66089.0,-66000.0,1.9500000000000002,87.05,327.0880716432959,27.733071643294533,0.26613627199139167,expiry
4,put_call_parity,LMT,2026-03-04 21:00:00+00:00,2026-03-05 14:30:00+00:00,2026-03-20 20:00:00+00:00,65559.5,-65000.0,1.9500000000000002,557.55,239.86857164329575,498.2330716433018,2.3243978824750853,expiry
5,put_call_parity,BA,2026-03-06 21:00:00+00:00,2026-03-09 13:30:00+00:00,2026-03-20 20:00:00+00:00,22567.625,-22500.0,1.9500000000000002,65.675,496.5218053652978,71.74405536529521,0.13227012246054737,expiry
6,put_call_parity,LMT,2026-03-11 20:00:00+00:00,2026-03-12 13:30:00+00:00,2026-03-20 20:00:00+00:00,-64452.325000000004,65000.0,1.9500000000000002,545.7249999999956,246.3732403271324,479.2942403271256,2.215033577816269,expiry
7,put_call_parity,LMT,2026-03-12 20:00:00+00:00,2026-03-13 13:30:00+00:00,2026-03-20 20:00:00+00:00,-64928.99999999999,65000.0,1.9500000000000002,69.05000000000727,380.69999645309946,10.18024645310943,0.18137641356273015,expiry
8,put_call_parity,LMT,2026-03-12 20:00:00+00:00,2026-03-13 13:30:00+00:00,2026-03-20 20:00:00+00:00,-65778.825,66000.0,1.9500000000000002,219.22500000000292,309.98067332160537,159.42417332160693,0.7072215104602882,expiry
9,put_call_parity,LMT,2026-03-13 20:00:00+00:00,2026-03-16 13:30:00+00:00,2026-03-20 20:00:00+00:00,-65652.55,65750.0,1.9500000000000002,95.49999999999709,324.2970807101581,43.581080710154495,0.29448307024801934,expiry
10,put_call_parity,LMT,2026-03-13 20:00:00+00:00,2026-03-16 13:30:00+00:00,2026-03-20 20:00:00+00:00,-66095.25,66250.0,1.9500000000000002,152.8,285.71521250263066,100.47371250263241,0.5347982652432031,expiry
11,put_call_parity,BA,2026-03-16 20:00:00+00:00,2026-03-17 13:30:00+00:00,2026-04-17 20:00:00+00:00,-22352.175,22500.0,1.9500000000000002,145.87500000000074,64.02462665850662,63.84537665851094,2.278420158200471,expiry
12,put_call_parity,LMT,2026-03-19 20:00:00+00:00,2026-03-20 13:30:00+00:00,2026-04-17 20:00:00+00:00,65220.625,-65000.0,1.9500000000000002,218.675,308.15304123203634,114.0917912320394,0.7096311596527123,expiry
13,put_call_parity,BA,2026-03-19 20:00:00+00:00,2026-03-20 13:30:00+00:00,2026-04-17 20:00:00+00:00,23557.6,-23500.0,1.9500000000000002,55.64999999999854,112.97708219178143,65.2920821917789,0.49257777701792005,expiry
14,put_call_parity,BA,2026-03-20 20:00:00+00:00,2026-03-23 13:30:00+00:00,2026-04-17 20:00:00+00:00,-22890.35,23000.0,1.9500000000000002,107.70000000000145,311.41380383860786,34.48580383860754,0.3458420875133,expiry
15,butterfly,BA,2026-03-20 20:00:00+00:00,2026-03-23 13:30:00+00:00,2026-04-17 20:00:00+00:00,202.27499999999964,168.99999999999977,1.9500000000000002,369.3249999999994,105.83287500000019,200.32499999999996,3.489700152244742,expiry
16,put_call_parity,BA,2026-04-01 20:00:00+00:00,2026-04-02 13:30:00+00:00,2026-05-15 20:00:00+00:00,-18767.5,19000.0,1.9500000000000002,230.55,48.032215676702165,135.1064656767041,4.799903497098664,expiry
17,put_call_parity,LMT,2026-04-06 20:00:00+00:00,2026-04-07 13:30:00+00:00,2026-04-17 20:00:00+00:00,65162.375,-65000.0,1.9500000000000002,160.425,928.1354803159227,121.72298031591636,0.17284653307876333,expiry
18,put_call_parity,BA,2026-04-13 20:00:00+00:00,2026-04-14 13:30:00+00:00,2026-05-15 20:00:00+00:00,19529.375,-19500.0,1.9500000000000002,27.425,283.97689383561493,38.81264383561502,0.09657475870510594,expiry
19,butterfly,LMT,2026-04-20 20:00:00+00:00,2026-04-21 13:30:00+00:00,2026-05-15 20:00:00+00:00,14.837499999999977,0.0,1.9500000000000002,12.887499999999978,252.22499999999997,12.887499999999978,0.051095252254931035,expiry
20,monotonicity,LMT,2026-04-20 20:00:00+00:00,2026-04-21 13:30:00+00:00,2026-05-15 20:00:00+00:00,21.5,0.0,1.3,20.2,188.53575000000004,20.19999999999997,0.10714148377694944,expiry
21,put_call_parity,BA,2026-04-24 20:00:00+00:00,2026-04-27 13:30:00+00:00,2026-06-18 20:00:00+00:00,-21352.25,21500.0,1.9500000000000002,145.8,114.57883984148846,10.201589841485838,1.272486265367181,expiry
22,put_call_parity,RTX,2026-04-28 20:00:00+00:00,2026-04-29 13:30:00+00:00,2026-05-15 20:00:00+00:00,19031.15,-19000.0,1.9500000000000002,29.200000000001456,153.8461625730697,21.853912573070556,0.189799989233614,expiry
23,put_call_parity,RTX,2026-04-28 20:00:00+00:00,2026-04-29 13:30:00+00:00,2026-05-15 20:00:00+00:00,19712.825,-19500.0,1.9500000000000002,210.87500000000074,149.36141257306994,203.52891257306982,1.4118439051106146,expiry
24,put_call_parity,BA,2026-04-28 20:00:00+00:00,2026-04-29 13:30:00+00:00,2026-05-15 20:00:00+00:00,20486.325,-20000.0,1.9500000000000002,484.37500000000074,124.59493150684881,491.39793150684926,3.88759794754071,expiry
25,put_call_parity,LMT,2026-04-30 20:00:00+00:00,2026-05-01 13:30:00+00:00,2026-05-18 20:00:00+00:00,59316.27500000001,-61379.0395,3.9000000000000004,-2066.66449999999,604.7644445485664,170.26344454857752,-3.417304900493408,stop_loss
26,put_call_parity,LMT,2026-04-30 20:00:00+00:00,2026-05-01 13:30:00+00:00,2026-06-18 20:00:00+00:00,60292.00000000001,-60000.0,1.9500000000000002,290.0500000000073,417.1354445485667,145.98844454857607,0.6953376985595312,expiry
27,put_call_parity,BA,2026-05-04 20:00:00+00:00,2026-05-05 13:30:00+00:00,2026-06-18 20:00:00+00:00,-22364.875,22500.0,1.9500000000000002,133.175,198.9149913317309,17.23949133172864,0.6695071050623018,expiry
28,put_call_parity,BA,2026-05-05 20:00:00+00:00,2026-05-06 13:30:00+00:00,2026-05-15 20:00:00+00:00,20539.775,-20500.0,1.9500000000000002,37.82500000000145,19.06819863013619,42.54869863013592,1.9836692879956273,expiry
29,monotonicity,RTX,2026-05-08 20:00:00+00:00,2026-05-11 13:30:00+00:00,2026-05-15 20:00:00+00:00,9.0,0.0,1.3,7.7,5.989999999999997,7.7,1.2854757929883145,expiry
31,put_call_parity,BA,2026-05-19 20:00:00+00:00,2026-05-20 13:30:00+00:00,2026-07-17 20:00:00+00:00,-22664.05,23000.0,1.9500000000000002,334.00000000000074,259.4739026655633,178.18465266556376,1.2872200116036114,expiry
30,put_call_parity,BA,2026-05-19 20:00:00+00:00,2026-05-20 13:30:00+00:00,2026-06-18 20:00:00+00:00,-21768.575,22250.0,1.9500000000000002,479.4749999999993,315.99948771652436,403.53798771652436,1.5173284091844002,expiry
32,put_call_parity,BA,2026-05-20 20:00:00+00:00,2026-05-21 13:30:00+00:00,2026-06-18 20:00:00+00:00,21620.275,-21500.0,1.9500000000000002,118.32500000000145,149.4073732876698,128.8021232876701,0.7919622532428693,expiry
33,put_call_parity,BA,2026-05-20 20:00:00+00:00,2026-05-21 13:30:00+00:00,2026-06-18 20:00:00+00:00,21813.625,-21750.0,1.9500000000000002,61.675,107.4346232876696,72.15212328766866,0.5740700540723962,expiry
34,put_call_parity,BA,2026-05-21 20:00:00+00:00,2026-05-22 13:30:00+00:00,2026-06-18 20:00:00+00:00,21808.5,-21750.0,1.9500000000000002,56.55,106.21564726027488,66.62339726027422,0.532407432037087,expiry
35,put_call_parity,BA,2026-05-26 20:00:00+00:00,2026-05-27 13:30:00+00:00,2026-07-17 20:00:00+00:00,-21294.625,21500.0,1.9500000000000002,203.425,174.48597438040386,75.29022438040484,1.1658530189739207,expiry
36,put_call_parity,RTX,2026-06-01 20:00:00+00:00,2026-06-02 13:30:00+00:00,2026-07-17 20:00:00+00:00,-17389.875,17500.0,1.9500000000000002,108.175,115.83820005917164,16.342700059172056,0.9338456566550829,expiry
37,put_call_parity,BA,2026-06-03 20:00:00+00:00,2026-06-04 13:30:00+00:00,2026-06-18 20:00:00+00:00,-22104.25,22250.0,1.9500000000000002,143.8,339.3886159762367,106.62261597623656,0.4237030743838167,expiry
38,put_call_parity,BA,2026-06-04 20:00:00+00:00,2026-06-05 13:30:00+00:00,2026-06-18 20:00:00+00:00,23112.425,-23000.0,1.9500000000000002,110.47499999999927,120.87644863013533,116.2946986301351,0.9139497499470471,expiry
39,put_call_parity,BA,2026-06-05 20:00:00+00:00,2026-06-08 13:30:00+00:00,2026-06-18 20:00:00+00:00,-22207.5,22250.0,1.9500000000000002,40.55,60.842683152074166,8.545683152074343,0.6664729084785214,expiry
